"","date","home.team","home.score","away.team","away.score","Temp"
"1","2010-08-28","Hercules",0,"Ath Bilbao",1,"T. 2010-2011"
"2","2010-08-28","Levante",1,"Sevilla",4,"T. 2010-2011"
"3","2010-08-28","Malaga",1,"Valencia",3,"T. 2010-2011"
"4","2010-08-29","Espanol",3,"Getafe",1,"T. 2010-2011"
"5","2010-08-29","La Coruna",0,"Zaragoza",0,"T. 2010-2011"
"6","2010-08-29","Mallorca",0,"Real Madrid",0,"T. 2010-2011"
"7","2010-08-29","Osasuna",0,"Almeria",0,"T. 2010-2011"
"8","2010-08-29","Santander",0,"Barcelona",3,"T. 2010-2011"
"9","2010-08-29","Sociedad",1,"Villarreal",0,"T. 2010-2011"
"10","2010-08-30","Ath Madrid",4,"Sp Gijon",0,"T. 2010-2011"
"11","2010-09-11","Ath Bilbao",1,"Ath Madrid",2,"T. 2010-2011"
"12","2010-09-11","Barcelona",0,"Hercules",2,"T. 2010-2011"
"13","2010-09-11","Real Madrid",1,"Osasuna",0,"T. 2010-2011"
"14","2010-09-11","Valencia",1,"Santander",0,"T. 2010-2011"
"15","2010-09-12","Getafe",4,"Levante",1,"T. 2010-2011"
"16","2010-09-12","Sevilla",0,"La Coruna",0,"T. 2010-2011"
"17","2010-09-12","Sp Gijon",2,"Mallorca",0,"T. 2010-2011"
"18","2010-09-12","Villarreal",4,"Espanol",0,"T. 2010-2011"
"19","2010-09-12","Zaragoza",3,"Malaga",5,"T. 2010-2011"
"20","2010-09-13","Almeria",2,"Sociedad",2,"T. 2010-2011"
"21","2010-09-18","Espanol",1,"Almeria",0,"T. 2010-2011"
"22","2010-09-18","Mallorca",2,"Osasuna",0,"T. 2010-2011"
"23","2010-09-18","Sociedad",1,"Real Madrid",2,"T. 2010-2011"
"24","2010-09-18","Sp Gijon",2,"Ath Bilbao",2,"T. 2010-2011"
"25","2010-09-19","Ath Madrid",1,"Barcelona",2,"T. 2010-2011"
"26","2010-09-19","Hercules",1,"Valencia",2,"T. 2010-2011"
"27","2010-09-19","Levante",1,"Villarreal",2,"T. 2010-2011"
"28","2010-09-19","Malaga",1,"Sevilla",2,"T. 2010-2011"
"29","2010-09-19","Santander",2,"Zaragoza",0,"T. 2010-2011"
"30","2010-09-20","La Coruna",2,"Getafe",2,"T. 2010-2011"
"31","2010-09-21","Ath Bilbao",3,"Mallorca",0,"T. 2010-2011"
"32","2010-09-21","Osasuna",3,"Sociedad",1,"T. 2010-2011"
"33","2010-09-21","Real Madrid",3,"Espanol",0,"T. 2010-2011"
"34","2010-09-22","Almeria",0,"Levante",1,"T. 2010-2011"
"35","2010-09-22","Barcelona",1,"Sp Gijon",0,"T. 2010-2011"
"36","2010-09-22","Valencia",1,"Ath Madrid",1,"T. 2010-2011"
"37","2010-09-22","Zaragoza",0,"Hercules",0,"T. 2010-2011"
"38","2010-09-23","Getafe",0,"Malaga",2,"T. 2010-2011"
"39","2010-09-23","Sevilla",1,"Santander",1,"T. 2010-2011"
"40","2010-09-23","Villarreal",1,"La Coruna",0,"T. 2010-2011"
"41","2010-09-25","Ath Bilbao",1,"Barcelona",3,"T. 2010-2011"
"42","2010-09-25","Levante",0,"Real Madrid",0,"T. 2010-2011"
"43","2010-09-25","Sp Gijon",0,"Valencia",2,"T. 2010-2011"
"44","2010-09-26","Ath Madrid",1,"Zaragoza",0,"T. 2010-2011"
"45","2010-09-26","Espanol",1,"Osasuna",0,"T. 2010-2011"
"46","2010-09-26","Hercules",2,"Sevilla",0,"T. 2010-2011"
"47","2010-09-26","La Coruna",0,"Almeria",2,"T. 2010-2011"
"48","2010-09-26","Mallorca",2,"Sociedad",0,"T. 2010-2011"
"49","2010-09-26","Santander",0,"Getafe",1,"T. 2010-2011"
"50","2010-09-27","Malaga",2,"Villarreal",3,"T. 2010-2011"
"51","2010-10-02","Sociedad",1,"Espanol",0,"T. 2010-2011"
"52","2010-10-02","Valencia",2,"Ath Bilbao",1,"T. 2010-2011"
"53","2010-10-02","Zaragoza",2,"Sp Gijon",2,"T. 2010-2011"
"54","2010-10-03","Almeria",1,"Malaga",1,"T. 2010-2011"
"55","2010-10-03","Barcelona",1,"Mallorca",1,"T. 2010-2011"
"56","2010-10-03","Getafe",3,"Hercules",0,"T. 2010-2011"
"57","2010-10-03","Osasuna",1,"Levante",1,"T. 2010-2011"
"58","2010-10-03","Real Madrid",6,"La Coruna",1,"T. 2010-2011"
"59","2010-10-03","Sevilla",3,"Ath Madrid",1,"T. 2010-2011"
"60","2010-10-03","Villarreal",2,"Santander",0,"T. 2010-2011"
"61","2010-10-16","Ath Madrid",2,"Getafe",0,"T. 2010-2011"
"62","2010-10-16","Barcelona",2,"Valencia",1,"T. 2010-2011"
"63","2010-10-16","Malaga",1,"Real Madrid",4,"T. 2010-2011"
"64","2010-10-17","Ath Bilbao",2,"Zaragoza",1,"T. 2010-2011"
"65","2010-10-17","La Coruna",0,"Osasuna",0,"T. 2010-2011"
"66","2010-10-17","Levante",2,"Sociedad",1,"T. 2010-2011"
"67","2010-10-17","Mallorca",0,"Espanol",1,"T. 2010-2011"
"68","2010-10-17","Santander",1,"Almeria",0,"T. 2010-2011"
"69","2010-10-17","Sp Gijon",2,"Sevilla",0,"T. 2010-2011"
"70","2010-10-18","Hercules",2,"Villarreal",2,"T. 2010-2011"
"71","2010-10-23","Real Madrid",6,"Santander",1,"T. 2010-2011"
"72","2010-10-23","Valencia",1,"Mallorca",2,"T. 2010-2011"
"73","2010-10-23","Zaragoza",0,"Barcelona",2,"T. 2010-2011"
"74","2010-10-24","Almeria",1,"Hercules",1,"T. 2010-2011"
"75","2010-10-24","Espanol",2,"Levante",1,"T. 2010-2011"
"76","2010-10-24","Getafe",3,"Sp Gijon",0,"T. 2010-2011"
"77","2010-10-24","Osasuna",3,"Malaga",0,"T. 2010-2011"
"78","2010-10-24","Sevilla",4,"Ath Bilbao",3,"T. 2010-2011"
"79","2010-10-24","Villarreal",2,"Ath Madrid",0,"T. 2010-2011"
"80","2010-10-25","Sociedad",3,"La Coruna",0,"T. 2010-2011"
"81","2010-10-30","Barcelona",5,"Sevilla",0,"T. 2010-2011"
"82","2010-10-30","Hercules",1,"Real Madrid",3,"T. 2010-2011"
"83","2010-10-30","Valencia",1,"Zaragoza",1,"T. 2010-2011"
"84","2010-10-31","Ath Bilbao",3,"Getafe",0,"T. 2010-2011"
"85","2010-10-31","Ath Madrid",1,"Almeria",1,"T. 2010-2011"
"86","2010-10-31","La Coruna",3,"Espanol",0,"T. 2010-2011"
"87","2010-10-31","Malaga",1,"Sociedad",2,"T. 2010-2011"
"88","2010-10-31","Santander",4,"Osasuna",1,"T. 2010-2011"
"89","2010-10-31","Sp Gijon",1,"Villarreal",1,"T. 2010-2011"
"90","2010-11-01","Mallorca",2,"Levante",1,"T. 2010-2011"
"91","2010-11-06","Espanol",1,"Malaga",0,"T. 2010-2011"
"92","2010-11-06","Sociedad",1,"Santander",0,"T. 2010-2011"
"93","2010-11-07","Almeria",1,"Sp Gijon",1,"T. 2010-2011"
"94","2010-11-07","Getafe",1,"Barcelona",3,"T. 2010-2011"
"95","2010-11-07","Levante",1,"La Coruna",2,"T. 2010-2011"
"96","2010-11-07","Osasuna",3,"Hercules",0,"T. 2010-2011"
"97","2010-11-07","Real Madrid",2,"Ath Madrid",0,"T. 2010-2011"
"98","2010-11-07","Villarreal",4,"Ath Bilbao",1,"T. 2010-2011"
"99","2010-11-07","Zaragoza",3,"Mallorca",2,"T. 2010-2011"
"100","2010-11-08","Sevilla",2,"Valencia",0,"T. 2010-2011"
"101","2010-11-13","Ath Bilbao",1,"Almeria",0,"T. 2010-2011"
"102","2010-11-13","Ath Madrid",3,"Osasuna",0,"T. 2010-2011"
"103","2010-11-13","Barcelona",3,"Villarreal",1,"T. 2010-2011"
"104","2010-11-14","Hercules",2,"Sociedad",1,"T. 2010-2011"
"105","2010-11-14","Malaga",1,"Levante",0,"T. 2010-2011"
"106","2010-11-14","Mallorca",0,"La Coruna",0,"T. 2010-2011"
"107","2010-11-14","Santander",0,"Espanol",0,"T. 2010-2011"
"108","2010-11-14","Sp Gijon",0,"Real Madrid",1,"T. 2010-2011"
"109","2010-11-14","Valencia",2,"Getafe",0,"T. 2010-2011"
"110","2010-11-14","Zaragoza",1,"Sevilla",2,"T. 2010-2011"
"111","2010-11-20","Almeria",0,"Barcelona",8,"T. 2010-2011"
"112","2010-11-20","Real Madrid",5,"Ath Bilbao",1,"T. 2010-2011"
"113","2010-11-20","Villarreal",1,"Valencia",1,"T. 2010-2011"
"114","2010-11-21","Espanol",3,"Hercules",0,"T. 2010-2011"
"115","2010-11-21","La Coruna",3,"Malaga",0,"T. 2010-2011"
"116","2010-11-21","Levante",3,"Santander",1,"T. 2010-2011"
"117","2010-11-21","Osasuna",1,"Sp Gijon",0,"T. 2010-2011"
"118","2010-11-21","Sevilla",1,"Mallorca",2,"T. 2010-2011"
"119","2010-11-21","Sociedad",2,"Ath Madrid",4,"T. 2010-2011"
"120","2010-11-22","Getafe",1,"Zaragoza",1,"T. 2010-2011"
"121","2010-11-27","Ath Madrid",2,"Espanol",3,"T. 2010-2011"
"122","2010-11-27","Sevilla",1,"Getafe",3,"T. 2010-2011"
"123","2010-11-27","Zaragoza",0,"Villarreal",3,"T. 2010-2011"
"124","2010-11-28","Ath Bilbao",1,"Osasuna",0,"T. 2010-2011"
"125","2010-11-28","Hercules",3,"Levante",1,"T. 2010-2011"
"126","2010-11-28","Mallorca",2,"Malaga",0,"T. 2010-2011"
"127","2010-11-28","Santander",1,"La Coruna",0,"T. 2010-2011"
"128","2010-11-28","Sp Gijon",1,"Sociedad",3,"T. 2010-2011"
"129","2010-11-28","Valencia",2,"Almeria",1,"T. 2010-2011"
"130","2010-11-29","Barcelona",5,"Real Madrid",0,"T. 2010-2011"
"131","2010-12-04","Levante",2,"Ath Madrid",0,"T. 2010-2011"
"132","2010-12-04","Osasuna",0,"Barcelona",3,"T. 2010-2011"
"133","2010-12-04","Real Madrid",2,"Valencia",0,"T. 2010-2011"
"134","2010-12-05","Almeria",1,"Zaragoza",1,"T. 2010-2011"
"135","2010-12-05","Espanol",1,"Sp Gijon",0,"T. 2010-2011"
"136","2010-12-05","Getafe",3,"Mallorca",0,"T. 2010-2011"
"137","2010-12-05","Malaga",4,"Santander",1,"T. 2010-2011"
"138","2010-12-05","Sociedad",2,"Ath Bilbao",0,"T. 2010-2011"
"139","2010-12-05","Villarreal",1,"Sevilla",0,"T. 2010-2011"
"140","2010-12-06","La Coruna",1,"Hercules",0,"T. 2010-2011"
"141","2010-12-11","Ath Madrid",2,"La Coruna",0,"T. 2010-2011"
"142","2010-12-11","Getafe",1,"Villarreal",0,"T. 2010-2011"
"143","2010-12-11","Sevilla",1,"Almeria",3,"T. 2010-2011"
"144","2010-12-12","Ath Bilbao",2,"Espanol",1,"T. 2010-2011"
"145","2010-12-12","Barcelona",5,"Sociedad",0,"T. 2010-2011"
"146","2010-12-12","Hercules",4,"Malaga",1,"T. 2010-2011"
"147","2010-12-12","Mallorca",0,"Santander",1,"T. 2010-2011"
"148","2010-12-12","Sp Gijon",1,"Levante",1,"T. 2010-2011"
"149","2010-12-12","Zaragoza",1,"Real Madrid",3,"T. 2010-2011"
"150","2010-12-13","Valencia",3,"Osasuna",3,"T. 2010-2011"
"151","2010-12-18","Espanol",1,"Barcelona",5,"T. 2010-2011"
"152","2010-12-18","La Coruna",1,"Sp Gijon",1,"T. 2010-2011"
"153","2010-12-18","Levante",1,"Ath Bilbao",2,"T. 2010-2011"
"154","2010-12-18","Sociedad",1,"Valencia",2,"T. 2010-2011"
"155","2010-12-18","Villarreal",3,"Mallorca",1,"T. 2010-2011"
"156","2010-12-19","Almeria",2,"Getafe",3,"T. 2010-2011"
"157","2010-12-19","Malaga",0,"Ath Madrid",3,"T. 2010-2011"
"158","2010-12-19","Osasuna",0,"Zaragoza",0,"T. 2010-2011"
"159","2010-12-19","Real Madrid",1,"Sevilla",0,"T. 2010-2011"
"160","2010-12-20","Santander",0,"Hercules",0,"T. 2010-2011"
"161","2011-01-02","Ath Bilbao",1,"La Coruna",2,"T. 2010-2011"
"162","2011-01-02","Barcelona",2,"Levante",1,"T. 2010-2011"
"163","2011-01-02","Sevilla",1,"Osasuna",0,"T. 2010-2011"
"164","2011-01-02","Sp Gijon",1,"Malaga",2,"T. 2010-2011"
"165","2011-01-02","Valencia",2,"Espanol",1,"T. 2010-2011"
"166","2011-01-03","Ath Madrid",0,"Santander",0,"T. 2010-2011"
"167","2011-01-03","Getafe",2,"Real Madrid",3,"T. 2010-2011"
"168","2011-01-03","Mallorca",3,"Hercules",0,"T. 2010-2011"
"169","2011-01-03","Villarreal",2,"Almeria",0,"T. 2010-2011"
"170","2011-01-03","Zaragoza",2,"Sociedad",1,"T. 2010-2011"
"171","2011-01-08","La Coruna",0,"Barcelona",4,"T. 2010-2011"
"172","2011-01-08","Malaga",1,"Ath Bilbao",1,"T. 2010-2011"
"173","2011-01-08","Sociedad",2,"Sevilla",3,"T. 2010-2011"
"174","2011-01-09","Espanol",4,"Zaragoza",0,"T. 2010-2011"
"175","2011-01-09","Levante",0,"Valencia",1,"T. 2010-2011"
"176","2011-01-09","Mallorca",4,"Almeria",1,"T. 2010-2011"
"177","2011-01-09","Osasuna",0,"Getafe",0,"T. 2010-2011"
"178","2011-01-09","Real Madrid",4,"Villarreal",2,"T. 2010-2011"
"179","2011-01-09","Santander",1,"Sp Gijon",1,"T. 2010-2011"
"180","2011-01-10","Hercules",4,"Ath Madrid",1,"T. 2010-2011"
"181","2011-01-15","Ath Bilbao",2,"Santander",1,"T. 2010-2011"
"182","2011-01-15","Getafe",0,"Sociedad",4,"T. 2010-2011"
"183","2011-01-15","Sevilla",1,"Espanol",2,"T. 2010-2011"
"184","2011-01-15","Sp Gijon",2,"Hercules",0,"T. 2010-2011"
"185","2011-01-15","Villarreal",4,"Osasuna",2,"T. 2010-2011"
"186","2011-01-15","Zaragoza",1,"Levante",0,"T. 2010-2011"
"187","2011-01-16","Almeria",1,"Real Madrid",1,"T. 2010-2011"
"188","2011-01-16","Barcelona",4,"Malaga",1,"T. 2010-2011"
"189","2011-01-16","Valencia",2,"La Coruna",0,"T. 2010-2011"
"190","2011-01-17","Ath Madrid",3,"Mallorca",0,"T. 2010-2011"
"191","2011-01-22","Barcelona",3,"Santander",0,"T. 2010-2011"
"192","2011-01-22","Sevilla",4,"Levante",1,"T. 2010-2011"
"193","2011-01-22","Valencia",4,"Malaga",3,"T. 2010-2011"
"194","2011-01-23","Almeria",3,"Osasuna",2,"T. 2010-2011"
"195","2011-01-23","Getafe",1,"Espanol",3,"T. 2010-2011"
"196","2011-01-23","Real Madrid",1,"Mallorca",0,"T. 2010-2011"
"197","2011-01-23","Sp Gijon",1,"Ath Madrid",0,"T. 2010-2011"
"198","2011-01-23","Villarreal",2,"Sociedad",1,"T. 2010-2011"
"199","2011-01-23","Zaragoza",1,"La Coruna",0,"T. 2010-2011"
"200","2011-01-24","Ath Bilbao",3,"Hercules",0,"T. 2010-2011"
"201","2011-01-29","Hercules",0,"Barcelona",3,"T. 2010-2011"
"202","2011-01-29","La Coruna",3,"Sevilla",3,"T. 2010-2011"
"203","2011-01-29","Levante",2,"Getafe",0,"T. 2010-2011"
"204","2011-01-29","Malaga",1,"Zaragoza",2,"T. 2010-2011"
"205","2011-01-29","Mallorca",0,"Sp Gijon",4,"T. 2010-2011"
"206","2011-01-29","Sociedad",2,"Almeria",0,"T. 2010-2011"
"207","2011-01-30","Ath Madrid",0,"Ath Bilbao",2,"T. 2010-2011"
"208","2011-01-30","Espanol",0,"Villarreal",1,"T. 2010-2011"
"209","2011-01-30","Osasuna",1,"Real Madrid",0,"T. 2010-2011"
"210","2011-01-31","Santander",1,"Valencia",1,"T. 2010-2011"
"211","2011-02-05","Almeria",3,"Espanol",2,"T. 2010-2011"
"212","2011-02-05","Ath Bilbao",3,"Sp Gijon",0,"T. 2010-2011"
"213","2011-02-05","Barcelona",3,"Ath Madrid",0,"T. 2010-2011"
"214","2011-02-05","Getafe",4,"La Coruna",1,"T. 2010-2011"
"215","2011-02-05","Osasuna",1,"Mallorca",1,"T. 2010-2011"
"216","2011-02-05","Villarreal",0,"Levante",1,"T. 2010-2011"
"217","2011-02-05","Zaragoza",1,"Santander",1,"T. 2010-2011"
"218","2011-02-06","Real Madrid",4,"Sociedad",1,"T. 2010-2011"
"219","2011-02-06","Sevilla",0,"Malaga",0,"T. 2010-2011"
"220","2011-02-06","Valencia",2,"Hercules",0,"T. 2010-2011"
"221","2011-02-12","Ath Madrid",1,"Valencia",2,"T. 2010-2011"
"222","2011-02-12","Santander",3,"Sevilla",2,"T. 2010-2011"
"223","2011-02-12","Sp Gijon",1,"Barcelona",1,"T. 2010-2011"
"224","2011-02-13","Espanol",0,"Real Madrid",1,"T. 2010-2011"
"225","2011-02-13","Hercules",2,"Zaragoza",1,"T. 2010-2011"
"226","2011-02-13","La Coruna",1,"Villarreal",0,"T. 2010-2011"
"227","2011-02-13","Levante",1,"Almeria",0,"T. 2010-2011"
"228","2011-02-13","Malaga",2,"Getafe",2,"T. 2010-2011"
"229","2011-02-13","Sociedad",1,"Osasuna",0,"T. 2010-2011"
"230","2011-02-14","Mallorca",1,"Ath Bilbao",0,"T. 2010-2011"
"231","2011-02-19","Real Madrid",2,"Levante",0,"T. 2010-2011"
"232","2011-02-19","Valencia",0,"Sp Gijon",0,"T. 2010-2011"
"233","2011-02-19","Zaragoza",0,"Ath Madrid",1,"T. 2010-2011"
"234","2011-02-20","Almeria",1,"La Coruna",1,"T. 2010-2011"
"235","2011-02-20","Barcelona",2,"Ath Bilbao",1,"T. 2010-2011"
"236","2011-02-20","Getafe",0,"Santander",1,"T. 2010-2011"
"237","2011-02-20","Osasuna",4,"Espanol",0,"T. 2010-2011"
"238","2011-02-20","Sevilla",1,"Hercules",0,"T. 2010-2011"
"239","2011-02-20","Villarreal",1,"Malaga",1,"T. 2010-2011"
"240","2011-02-21","Sociedad",1,"Mallorca",0,"T. 2010-2011"
"241","2011-02-26","Ath Madrid",2,"Sevilla",2,"T. 2010-2011"
"242","2011-02-26","Espanol",4,"Sociedad",1,"T. 2010-2011"
"243","2011-02-26","La Coruna",0,"Real Madrid",0,"T. 2010-2011"
"244","2011-02-26","Mallorca",0,"Barcelona",3,"T. 2010-2011"
"245","2011-02-26","Sp Gijon",0,"Zaragoza",0,"T. 2010-2011"
"246","2011-02-27","Ath Bilbao",1,"Valencia",2,"T. 2010-2011"
"247","2011-02-27","Hercules",0,"Getafe",0,"T. 2010-2011"
"248","2011-02-27","Levante",2,"Osasuna",1,"T. 2010-2011"
"249","2011-02-27","Santander",2,"Villarreal",2,"T. 2010-2011"
"250","2011-02-28","Malaga",3,"Almeria",1,"T. 2010-2011"
"251","2011-03-01","Espanol",1,"Mallorca",2,"T. 2010-2011"
"252","2011-03-01","Sevilla",3,"Sp Gijon",0,"T. 2010-2011"
"253","2011-03-02","Getafe",1,"Ath Madrid",1,"T. 2010-2011"
"254","2011-03-02","Osasuna",0,"La Coruna",0,"T. 2010-2011"
"255","2011-03-02","Sociedad",1,"Levante",1,"T. 2010-2011"
"256","2011-03-02","Valencia",0,"Barcelona",1,"T. 2010-2011"
"257","2011-03-02","Villarreal",1,"Hercules",0,"T. 2010-2011"
"258","2011-03-02","Zaragoza",2,"Ath Bilbao",1,"T. 2010-2011"
"259","2011-03-03","Almeria",1,"Santander",1,"T. 2010-2011"
"260","2011-03-03","Real Madrid",7,"Malaga",0,"T. 2010-2011"
"261","2011-03-05","Ath Madrid",3,"Villarreal",1,"T. 2010-2011"
"262","2011-03-05","Barcelona",1,"Zaragoza",0,"T. 2010-2011"
"263","2011-03-05","Mallorca",1,"Valencia",2,"T. 2010-2011"
"264","2011-03-06","Ath Bilbao",2,"Sevilla",0,"T. 2010-2011"
"265","2011-03-06","Hercules",1,"Almeria",2,"T. 2010-2011"
"266","2011-03-06","Levante",1,"Espanol",0,"T. 2010-2011"
"267","2011-03-06","Malaga",0,"Osasuna",1,"T. 2010-2011"
"268","2011-03-06","Santander",1,"Real Madrid",3,"T. 2010-2011"
"269","2011-03-06","Sp Gijon",2,"Getafe",0,"T. 2010-2011"
"270","2011-03-07","La Coruna",2,"Sociedad",1,"T. 2010-2011"
"271","2011-03-12","Almeria",2,"Ath Madrid",2,"T. 2010-2011"
"272","2011-03-12","Real Madrid",2,"Hercules",0,"T. 2010-2011"
"273","2011-03-12","Zaragoza",4,"Valencia",0,"T. 2010-2011"
"274","2011-03-13","Espanol",2,"La Coruna",0,"T. 2010-2011"
"275","2011-03-13","Levante",1,"Mallorca",1,"T. 2010-2011"
"276","2011-03-13","Osasuna",3,"Santander",1,"T. 2010-2011"
"277","2011-03-13","Sevilla",1,"Barcelona",1,"T. 2010-2011"
"278","2011-03-13","Sociedad",0,"Malaga",2,"T. 2010-2011"
"279","2011-03-13","Villarreal",1,"Sp Gijon",1,"T. 2010-2011"
"280","2011-03-14","Getafe",2,"Ath Bilbao",2,"T. 2010-2011"
"281","2011-03-19","Ath Madrid",1,"Real Madrid",2,"T. 2010-2011"
"282","2011-03-19","Barcelona",2,"Getafe",1,"T. 2010-2011"
"283","2011-03-19","Mallorca",1,"Zaragoza",0,"T. 2010-2011"
"284","2011-03-20","Ath Bilbao",0,"Villarreal",1,"T. 2010-2011"
"285","2011-03-20","Hercules",0,"Osasuna",4,"T. 2010-2011"
"286","2011-03-20","La Coruna",0,"Levante",1,"T. 2010-2011"
"287","2011-03-20","Malaga",2,"Espanol",0,"T. 2010-2011"
"288","2011-03-20","Santander",2,"Sociedad",1,"T. 2010-2011"
"289","2011-03-20","Sp Gijon",1,"Almeria",0,"T. 2010-2011"
"290","2011-03-20","Valencia",0,"Sevilla",1,"T. 2010-2011"
"291","2011-04-02","Getafe",2,"Valencia",4,"T. 2010-2011"
"292","2011-04-02","Real Madrid",0,"Sp Gijon",1,"T. 2010-2011"
"293","2011-04-02","Villarreal",0,"Barcelona",1,"T. 2010-2011"
"294","2011-04-03","Espanol",1,"Santander",2,"T. 2010-2011"
"295","2011-04-03","La Coruna",2,"Mallorca",1,"T. 2010-2011"
"296","2011-04-03","Levante",3,"Malaga",1,"T. 2010-2011"
"297","2011-04-03","Osasuna",2,"Ath Madrid",3,"T. 2010-2011"
"298","2011-04-03","Sevilla",3,"Zaragoza",1,"T. 2010-2011"
"299","2011-04-03","Sociedad",1,"Hercules",3,"T. 2010-2011"
"300","2011-04-04","Almeria",1,"Ath Bilbao",3,"T. 2010-2011"
"301","2011-04-09","Ath Bilbao",0,"Real Madrid",3,"T. 2010-2011"
"302","2011-04-09","Barcelona",3,"Almeria",1,"T. 2010-2011"
"303","2011-04-09","Mallorca",2,"Sevilla",2,"T. 2010-2011"
"304","2011-04-10","Ath Madrid",3,"Sociedad",0,"T. 2010-2011"
"305","2011-04-10","Hercules",0,"Espanol",0,"T. 2010-2011"
"306","2011-04-10","Malaga",0,"La Coruna",0,"T. 2010-2011"
"307","2011-04-10","Santander",1,"Levante",1,"T. 2010-2011"
"308","2011-04-10","Sp Gijon",1,"Osasuna",0,"T. 2010-2011"
"309","2011-04-10","Valencia",5,"Villarreal",0,"T. 2010-2011"
"310","2011-04-11","Zaragoza",2,"Getafe",1,"T. 2010-2011"
"311","2011-04-16","Almeria",0,"Valencia",3,"T. 2010-2011"
"312","2011-04-16","Getafe",1,"Sevilla",0,"T. 2010-2011"
"313","2011-04-16","Malaga",3,"Mallorca",0,"T. 2010-2011"
"314","2011-04-16","Real Madrid",1,"Barcelona",1,"T. 2010-2011"
"315","2011-04-17","Espanol",2,"Ath Madrid",2,"T. 2010-2011"
"316","2011-04-17","La Coruna",2,"Santander",0,"T. 2010-2011"
"317","2011-04-17","Levante",2,"Hercules",1,"T. 2010-2011"
"318","2011-04-17","Osasuna",1,"Ath Bilbao",2,"T. 2010-2011"
"319","2011-04-17","Sociedad",2,"Sp Gijon",1,"T. 2010-2011"
"320","2011-04-18","Villarreal",1,"Zaragoza",0,"T. 2010-2011"
"321","2011-04-23","Ath Bilbao",2,"Sociedad",1,"T. 2010-2011"
"322","2011-04-23","Barcelona",2,"Osasuna",0,"T. 2010-2011"
"323","2011-04-23","Valencia",3,"Real Madrid",6,"T. 2010-2011"
"324","2011-04-24","Ath Madrid",4,"Levante",1,"T. 2010-2011"
"325","2011-04-24","Hercules",1,"La Coruna",0,"T. 2010-2011"
"326","2011-04-24","Mallorca",2,"Getafe",0,"T. 2010-2011"
"327","2011-04-24","Santander",1,"Malaga",2,"T. 2010-2011"
"328","2011-04-24","Sevilla",3,"Villarreal",2,"T. 2010-2011"
"329","2011-04-24","Sp Gijon",1,"Espanol",0,"T. 2010-2011"
"330","2011-04-25","Zaragoza",1,"Almeria",0,"T. 2010-2011"
"331","2011-04-30","La Coruna",0,"Ath Madrid",1,"T. 2010-2011"
"332","2011-04-30","Real Madrid",2,"Zaragoza",3,"T. 2010-2011"
"333","2011-04-30","Sociedad",2,"Barcelona",1,"T. 2010-2011"
"334","2011-05-01","Almeria",0,"Sevilla",1,"T. 2010-2011"
"335","2011-05-01","Levante",0,"Sp Gijon",0,"T. 2010-2011"
"336","2011-05-01","Malaga",3,"Hercules",1,"T. 2010-2011"
"337","2011-05-01","Osasuna",1,"Valencia",0,"T. 2010-2011"
"338","2011-05-01","Santander",2,"Mallorca",0,"T. 2010-2011"
"339","2011-05-01","Villarreal",2,"Getafe",1,"T. 2010-2011"
"340","2011-05-02","Espanol",2,"Ath Bilbao",1,"T. 2010-2011"
"341","2011-05-07","Ath Bilbao",3,"Levante",2,"T. 2010-2011"
"342","2011-05-07","Ath Madrid",0,"Malaga",3,"T. 2010-2011"
"343","2011-05-07","Getafe",2,"Almeria",0,"T. 2010-2011"
"344","2011-05-07","Hercules",2,"Santander",3,"T. 2010-2011"
"345","2011-05-07","Sevilla",2,"Real Madrid",6,"T. 2010-2011"
"346","2011-05-07","Sp Gijon",2,"La Coruna",2,"T. 2010-2011"
"347","2011-05-07","Valencia",3,"Sociedad",0,"T. 2010-2011"
"348","2011-05-08","Barcelona",2,"Espanol",0,"T. 2010-2011"
"349","2011-05-08","Mallorca",0,"Villarreal",0,"T. 2010-2011"
"350","2011-05-08","Zaragoza",1,"Osasuna",3,"T. 2010-2011"
"351","2011-05-10","La Coruna",2,"Ath Bilbao",1,"T. 2010-2011"
"352","2011-05-10","Malaga",2,"Sp Gijon",0,"T. 2010-2011"
"353","2011-05-10","Real Madrid",4,"Getafe",0,"T. 2010-2011"
"354","2011-05-10","Santander",2,"Ath Madrid",1,"T. 2010-2011"
"355","2011-05-11","Almeria",0,"Villarreal",0,"T. 2010-2011"
"356","2011-05-11","Espanol",2,"Valencia",2,"T. 2010-2011"
"357","2011-05-11","Hercules",2,"Mallorca",2,"T. 2010-2011"
"358","2011-05-11","Levante",1,"Barcelona",1,"T. 2010-2011"
"359","2011-05-11","Osasuna",3,"Sevilla",2,"T. 2010-2011"
"360","2011-05-11","Sociedad",2,"Zaragoza",1,"T. 2010-2011"
"361","2011-05-15","Almeria",3,"Mallorca",1,"T. 2010-2011"
"362","2011-05-15","Ath Bilbao",1,"Malaga",1,"T. 2010-2011"
"363","2011-05-15","Ath Madrid",2,"Hercules",1,"T. 2010-2011"
"364","2011-05-15","Barcelona",0,"La Coruna",0,"T. 2010-2011"
"365","2011-05-15","Getafe",2,"Osasuna",0,"T. 2010-2011"
"366","2011-05-15","Sevilla",3,"Sociedad",1,"T. 2010-2011"
"367","2011-05-15","Sp Gijon",2,"Santander",1,"T. 2010-2011"
"368","2011-05-15","Valencia",0,"Levante",0,"T. 2010-2011"
