"","date","home.team","home.score","away.team","away.score","Temp"
"1813","2015-04-07","Levante",1,"Sevilla",2,"T. 2014-2015"
"1814","2015-04-08","Barcelona",4,"Almeria",0,"T. 2014-2015"
"1815","2015-04-08","Granada",1,"Celta",1,"T. 2014-2015"
"1816","2015-04-08","La Coruna",1,"Cordoba",1,"T. 2014-2015"
"1817","2015-04-08","Vallecano",0,"Real Madrid",2,"T. 2014-2015"
"1818","2015-04-09","Ath Bilbao",1,"Valencia",1,"T. 2014-2015"
"1819","2015-04-09","Elche",0,"Getafe",1,"T. 2014-2015"
"1820","2015-04-09","Villarreal",0,"Espanol",3,"T. 2014-2015"
"1821","2015-04-11","Almeria",3,"Granada",0,"T. 2014-2015"
"1822","2015-04-11","Celta",6,"Vallecano",1,"T. 2014-2015"
"1823","2015-04-11","Malaga",2,"Ath Madrid",2,"T. 2014-2015"
"1824","2015-04-11","Real Madrid",3,"Eibar",0,"T. 2014-2015"
"1825","2015-04-11","Sevilla",2,"Barcelona",2,"T. 2014-2015"
"1826","2015-04-12","Cordoba",0,"Elche",2,"T. 2014-2015"
"1827","2015-04-12","Espanol",1,"Ath Bilbao",0,"T. 2014-2015"
"1828","2015-04-12","Getafe",1,"Villarreal",1,"T. 2014-2015"
"1829","2015-04-12","Sociedad",2,"La Coruna",2,"T. 2014-2015"
"1830","2015-04-13","Valencia",3,"Levante",0,"T. 2014-2015"
"1831","2015-04-17","Levante",2,"Espanol",2,"T. 2014-2015"
"1832","2015-04-18","Ath Bilbao",4,"Getafe",0,"T. 2014-2015"
"1833","2015-04-18","Barcelona",2,"Valencia",0,"T. 2014-2015"
"1834","2015-04-18","La Coruna",1,"Ath Madrid",2,"T. 2014-2015"
"1835","2015-04-18","Real Madrid",3,"Malaga",1,"T. 2014-2015"
"1836","2015-04-19","Eibar",0,"Celta",1,"T. 2014-2015"
"1837","2015-04-19","Granada",1,"Sevilla",1,"T. 2014-2015"
"1838","2015-04-19","Vallecano",2,"Almeria",0,"T. 2014-2015"
"1839","2015-04-19","Villarreal",0,"Cordoba",0,"T. 2014-2015"
"1840","2015-04-20","Elche",1,"Sociedad",0,"T. 2014-2015"
"1841","2015-04-24","Cordoba",0,"Ath Bilbao",1,"T. 2014-2015"
"1842","2015-04-25","Ath Madrid",3,"Elche",0,"T. 2014-2015"
"1843","2015-04-25","Espanol",0,"Barcelona",2,"T. 2014-2015"
"1844","2015-04-25","Getafe",0,"Levante",1,"T. 2014-2015"
"1845","2015-04-25","Sociedad",0,"Villarreal",0,"T. 2014-2015"
"1846","2015-04-26","Almeria",2,"Eibar",0,"T. 2014-2015"
"1847","2015-04-26","Celta",2,"Real Madrid",4,"T. 2014-2015"
"1848","2015-04-26","Malaga",1,"La Coruna",1,"T. 2014-2015"
"1849","2015-04-26","Sevilla",2,"Vallecano",0,"T. 2014-2015"
"1850","2015-04-27","Valencia",4,"Granada",0,"T. 2014-2015"
"1851","2015-04-28","Ath Bilbao",1,"Sociedad",1,"T. 2014-2015"
"1852","2015-04-28","Barcelona",6,"Getafe",0,"T. 2014-2015"
"1853","2015-04-28","Levante",1,"Cordoba",0,"T. 2014-2015"
"1854","2015-04-29","Celta",1,"Malaga",0,"T. 2014-2015"
"1855","2015-04-29","Eibar",1,"Sevilla",3,"T. 2014-2015"
"1856","2015-04-29","Elche",4,"La Coruna",0,"T. 2014-2015"
"1857","2015-04-29","Real Madrid",3,"Almeria",0,"T. 2014-2015"
"1858","2015-04-29","Villarreal",0,"Ath Madrid",1,"T. 2014-2015"
"1859","2015-04-30","Granada",1,"Espanol",2,"T. 2014-2015"
"1860","2015-04-30","Vallecano",1,"Valencia",1,"T. 2014-2015"
"1861","2015-05-01","Sociedad",3,"Levante",0,"T. 2014-2015"
"1862","2015-05-02","Ath Madrid",0,"Ath Bilbao",0,"T. 2014-2015"
"1863","2015-05-02","Cordoba",0,"Barcelona",8,"T. 2014-2015"
"1864","2015-05-02","La Coruna",1,"Villarreal",1,"T. 2014-2015"
"1865","2015-05-02","Sevilla",2,"Real Madrid",3,"T. 2014-2015"
"1866","2015-05-03","Espanol",1,"Vallecano",1,"T. 2014-2015"
"1867","2015-05-03","Getafe",1,"Granada",2,"T. 2014-2015"
"1868","2015-05-03","Malaga",1,"Elche",2,"T. 2014-2015"
"1869","2015-05-03","Valencia",3,"Eibar",1,"T. 2014-2015"
"1870","2015-05-04","Almeria",2,"Celta",2,"T. 2014-2015"
"1871","2015-05-08","Eibar",0,"Espanol",2,"T. 2014-2015"
"1872","2015-05-09","Ath Bilbao",1,"La Coruna",1,"T. 2014-2015"
"1873","2015-05-09","Barcelona",2,"Sociedad",0,"T. 2014-2015"
"1874","2015-05-09","Granada",2,"Cordoba",0,"T. 2014-2015"
"1875","2015-05-09","Real Madrid",2,"Valencia",2,"T. 2014-2015"
"1876","2015-05-10","Almeria",1,"Malaga",2,"T. 2014-2015"
"1877","2015-05-10","Celta",1,"Sevilla",1,"T. 2014-2015"
"1878","2015-05-10","Levante",2,"Ath Madrid",2,"T. 2014-2015"
"1879","2015-05-10","Villarreal",1,"Elche",0,"T. 2014-2015"
"1880","2015-05-11","Vallecano",2,"Getafe",0,"T. 2014-2015"
"1881","2015-05-17","Ath Madrid",0,"Barcelona",1,"T. 2014-2015"
"1882","2015-05-17","Cordoba",1,"Vallecano",2,"T. 2014-2015"
"1883","2015-05-17","Elche",2,"Ath Bilbao",3,"T. 2014-2015"
"1884","2015-05-17","Espanol",1,"Real Madrid",4,"T. 2014-2015"
"1885","2015-05-17","Getafe",1,"Eibar",1,"T. 2014-2015"
"1886","2015-05-17","La Coruna",2,"Levante",0,"T. 2014-2015"
"1887","2015-05-17","Sevilla",2,"Almeria",1,"T. 2014-2015"
"1888","2015-05-17","Sociedad",0,"Granada",3,"T. 2014-2015"
"1889","2015-05-17","Valencia",1,"Celta",1,"T. 2014-2015"
"1890","2015-05-17","Villarreal",2,"Malaga",1,"T. 2014-2015"
"1891","2015-05-23","Almeria",2,"Valencia",3,"T. 2014-2015"
"1892","2015-05-23","Ath Bilbao",4,"Villarreal",0,"T. 2014-2015"
"1893","2015-05-23","Barcelona",2,"La Coruna",2,"T. 2014-2015"
"1894","2015-05-23","Celta",3,"Espanol",2,"T. 2014-2015"
"1895","2015-05-23","Eibar",3,"Cordoba",0,"T. 2014-2015"
"1896","2015-05-23","Granada",0,"Ath Madrid",0,"T. 2014-2015"
"1897","2015-05-23","Levante",0,"Elche",0,"T. 2014-2015"
"1898","2015-05-23","Malaga",2,"Sevilla",3,"T. 2014-2015"
"1899","2015-05-23","Real Madrid",7,"Getafe",3,"T. 2014-2015"
"1900","2015-05-23","Vallecano",2,"Sociedad",4,"T. 2014-2015"
"1901","2015-08-21","Malaga",0,"Sevilla",0,"T. 2015-2016"
"1902","2015-08-22","Ath Madrid",1,"Las Palmas",0,"T. 2015-2016"
"1903","2015-08-22","Espanol",1,"Getafe",0,"T. 2015-2016"
"1904","2015-08-22","La Coruna",0,"Sociedad",0,"T. 2015-2016"
"1905","2015-08-22","Vallecano",0,"Valencia",0,"T. 2015-2016"
"1906","2015-08-23","Ath Bilbao",0,"Barcelona",1,"T. 2015-2016"
"1907","2015-08-23","Betis",1,"Villarreal",1,"T. 2015-2016"
"1908","2015-08-23","Levante",1,"Celta",2,"T. 2015-2016"
"1909","2015-08-23","Sp Gijon",0,"Real Madrid",0,"T. 2015-2016"
"1910","2015-08-24","Granada",1,"Eibar",3,"T. 2015-2016"
"1911","2015-08-28","Villarreal",3,"Espanol",1,"T. 2015-2016"
"1912","2015-08-29","Barcelona",1,"Malaga",0,"T. 2015-2016"
"1913","2015-08-29","Celta",3,"Vallecano",0,"T. 2015-2016"
"1914","2015-08-29","Real Madrid",5,"Betis",0,"T. 2015-2016"
"1915","2015-08-29","Sociedad",0,"Sp Gijon",0,"T. 2015-2016"
"1916","2015-08-30","Eibar",2,"Ath Bilbao",0,"T. 2015-2016"
"1917","2015-08-30","Getafe",1,"Granada",2,"T. 2015-2016"
"1918","2015-08-30","Las Palmas",0,"Levante",0,"T. 2015-2016"
"1919","2015-08-30","Sevilla",0,"Ath Madrid",3,"T. 2015-2016"
"1920","2015-08-30","Valencia",1,"La Coruna",1,"T. 2015-2016"
"1921","2015-09-11","Levante",1,"Sevilla",1,"T. 2015-2016"
"1922","2015-09-12","Ath Madrid",1,"Barcelona",2,"T. 2015-2016"
"1923","2015-09-12","Betis",1,"Sociedad",0,"T. 2015-2016"
"1924","2015-09-12","Espanol",0,"Real Madrid",6,"T. 2015-2016"
"1925","2015-09-12","Sp Gijon",0,"Valencia",1,"T. 2015-2016"
"1926","2015-09-13","Ath Bilbao",3,"Getafe",1,"T. 2015-2016"
"1927","2015-09-13","Celta",3,"Las Palmas",3,"T. 2015-2016"
"1928","2015-09-13","Granada",1,"Villarreal",3,"T. 2015-2016"
"1929","2015-09-13","Malaga",0,"Eibar",0,"T. 2015-2016"
"1930","2015-09-14","Vallecano",1,"La Coruna",3,"T. 2015-2016"
"1931","2015-09-18","Getafe",1,"Malaga",0,"T. 2015-2016"
"1932","2015-09-19","Eibar",0,"Ath Madrid",2,"T. 2015-2016"
"1933","2015-09-19","Real Madrid",1,"Granada",0,"T. 2015-2016"
"1934","2015-09-19","Sociedad",2,"Espanol",3,"T. 2015-2016"
"1935","2015-09-19","Valencia",0,"Betis",0,"T. 2015-2016"
"1936","2015-09-20","Barcelona",4,"Levante",1,"T. 2015-2016"
"1937","2015-09-20","La Coruna",2,"Sp Gijon",3,"T. 2015-2016"
"1938","2015-09-20","Las Palmas",0,"Vallecano",1,"T. 2015-2016"
"1939","2015-09-20","Sevilla",1,"Celta",2,"T. 2015-2016"
"1940","2015-09-20","Villarreal",3,"Ath Bilbao",1,"T. 2015-2016"
"1941","2015-09-22","Ath Madrid",2,"Getafe",0,"T. 2015-2016"
"1942","2015-09-22","Espanol",1,"Valencia",0,"T. 2015-2016"
"1943","2015-09-22","Granada",0,"Sociedad",3,"T. 2015-2016"
"1944","2015-09-23","Ath Bilbao",1,"Real Madrid",2,"T. 2015-2016"
"1945","2015-09-23","Celta",4,"Barcelona",1,"T. 2015-2016"
"1946","2015-09-23","Las Palmas",2,"Sevilla",0,"T. 2015-2016"
"1947","2015-09-23","Levante",2,"Eibar",2,"T. 2015-2016"
"1948","2015-09-23","Malaga",0,"Villarreal",1,"T. 2015-2016"
"1949","2015-09-23","Vallecano",2,"Sp Gijon",1,"T. 2015-2016"
"1950","2015-09-24","Betis",1,"La Coruna",2,"T. 2015-2016"
"1951","2015-09-25","Valencia",1,"Granada",0,"T. 2015-2016"
"1952","2015-09-26","Barcelona",2,"Las Palmas",1,"T. 2015-2016"
"1953","2015-09-26","Eibar",1,"Celta",1,"T. 2015-2016"
"1954","2015-09-26","Real Madrid",0,"Malaga",0,"T. 2015-2016"
"1955","2015-09-26","Sevilla",3,"Vallecano",2,"T. 2015-2016"
"1956","2015-09-26","Villarreal",1,"Ath Madrid",0,"T. 2015-2016"
"1957","2015-09-27","Getafe",3,"Levante",0,"T. 2015-2016"
"1958","2015-09-27","La Coruna",3,"Espanol",0,"T. 2015-2016"
"1959","2015-09-27","Sociedad",0,"Ath Bilbao",0,"T. 2015-2016"
"1960","2015-09-27","Sp Gijon",1,"Betis",2,"T. 2015-2016"
"1961","2015-10-02","Celta",0,"Getafe",0,"T. 2015-2016"
"1962","2015-10-03","Espanol",1,"Sp Gijon",2,"T. 2015-2016"
"1963","2015-10-03","Granada",1,"La Coruna",1,"T. 2015-2016"
"1964","2015-10-03","Las Palmas",0,"Eibar",2,"T. 2015-2016"
"1965","2015-10-03","Malaga",3,"Sociedad",1,"T. 2015-2016"
"1966","2015-10-03","Sevilla",2,"Barcelona",1,"T. 2015-2016"
"1967","2015-10-04","Ath Bilbao",3,"Valencia",1,"T. 2015-2016"
"1968","2015-10-04","Ath Madrid",1,"Real Madrid",1,"T. 2015-2016"
"1969","2015-10-04","Levante",1,"Villarreal",0,"T. 2015-2016"
"1970","2015-10-04","Vallecano",0,"Betis",2,"T. 2015-2016"
"1971","2015-10-17","Barcelona",5,"Vallecano",2,"T. 2015-2016"
"1972","2015-10-17","Betis",1,"Espanol",3,"T. 2015-2016"
"1973","2015-10-17","Eibar",1,"Sevilla",1,"T. 2015-2016"
"1974","2015-10-17","Real Madrid",3,"Levante",0,"T. 2015-2016"
"1975","2015-10-17","Valencia",3,"Malaga",0,"T. 2015-2016"
"1976","2015-10-18","Getafe",4,"Las Palmas",0,"T. 2015-2016"
"1977","2015-10-18","La Coruna",2,"Ath Bilbao",2,"T. 2015-2016"
"1978","2015-10-18","Sociedad",0,"Ath Madrid",2,"T. 2015-2016"
"1979","2015-10-18","Villarreal",1,"Celta",2,"T. 2015-2016"
"1980","2015-10-19","Sp Gijon",3,"Granada",3,"T. 2015-2016"
"1981","2015-10-23","Vallecano",3,"Espanol",0,"T. 2015-2016"
"1982","2015-10-24","Celta",1,"Real Madrid",3,"T. 2015-2016"
"1983","2015-10-24","Granada",1,"Betis",1,"T. 2015-2016"
"1984","2015-10-24","Malaga",2,"La Coruna",0,"T. 2015-2016"
"1985","2015-10-24","Sevilla",5,"Getafe",0,"T. 2015-2016"
"1986","2015-10-25","Ath Madrid",2,"Valencia",1,"T. 2015-2016"
"1987","2015-10-25","Barcelona",3,"Eibar",1,"T. 2015-2016"
"1988","2015-10-25","Las Palmas",0,"Villarreal",0,"T. 2015-2016"
"1989","2015-10-25","Levante",0,"Sociedad",4,"T. 2015-2016"
"1990","2015-10-26","Ath Bilbao",3,"Sp Gijon",0,"T. 2015-2016"
"1991","2015-10-30","La Coruna",1,"Ath Madrid",1,"T. 2015-2016"
"1992","2015-10-31","Getafe",0,"Barcelona",2,"T. 2015-2016"
"1993","2015-10-31","Real Madrid",3,"Las Palmas",1,"T. 2015-2016"
"1994","2015-10-31","Sociedad",2,"Celta",3,"T. 2015-2016"
"1995","2015-10-31","Valencia",3,"Levante",0,"T. 2015-2016"
"1996","2015-10-31","Villarreal",2,"Sevilla",1,"T. 2015-2016"
"1997","2015-11-01","Betis",1,"Ath Bilbao",3,"T. 2015-2016"
"1998","2015-11-01","Eibar",1,"Vallecano",0,"T. 2015-2016"
"1999","2015-11-01","Espanol",1,"Granada",1,"T. 2015-2016"
"2000","2015-11-01","Sp Gijon",1,"Malaga",0,"T. 2015-2016"
"2001","2015-11-06","Las Palmas",2,"Sociedad",0,"T. 2015-2016"
"2002","2015-11-07","Celta",1,"Valencia",5,"T. 2015-2016"
"2003","2015-11-07","Eibar",3,"Getafe",1,"T. 2015-2016"
"2004","2015-11-07","Levante",1,"La Coruna",1,"T. 2015-2016"
"2005","2015-11-07","Malaga",0,"Betis",1,"T. 2015-2016"
"2006","2015-11-07","Vallecano",2,"Granada",1,"T. 2015-2016"
"2007","2015-11-08","Ath Bilbao",2,"Espanol",1,"T. 2015-2016"
"2008","2015-11-08","Ath Madrid",1,"Sp Gijon",0,"T. 2015-2016"
"2009","2015-11-08","Barcelona",3,"Villarreal",0,"T. 2015-2016"
"2010","2015-11-08","Sevilla",3,"Real Madrid",2,"T. 2015-2016"
"2011","2015-11-21","Espanol",2,"Malaga",0,"T. 2015-2016"
"2012","2015-11-21","La Coruna",2,"Celta",0,"T. 2015-2016"
"2013","2015-11-21","Real Madrid",0,"Barcelona",4,"T. 2015-2016"
"2014","2015-11-21","Sociedad",2,"Sevilla",0,"T. 2015-2016"
"2015","2015-11-21","Valencia",1,"Las Palmas",1,"T. 2015-2016"
"2016","2015-11-22","Betis",0,"Ath Madrid",1,"T. 2015-2016"
"2017","2015-11-22","Granada",2,"Ath Bilbao",0,"T. 2015-2016"
"2018","2015-11-22","Sp Gijon",0,"Levante",3,"T. 2015-2016"
"2019","2015-11-22","Villarreal",1,"Eibar",1,"T. 2015-2016"
"2020","2015-11-23","Getafe",1,"Vallecano",1,"T. 2015-2016"
"2021","2015-11-27","Levante",0,"Betis",1,"T. 2015-2016"
"2022","2015-11-28","Ath Madrid",1,"Espanol",0,"T. 2015-2016"
"2023","2015-11-28","Barcelona",4,"Sociedad",0,"T. 2015-2016"
"2024","2015-11-28","Celta",2,"Sp Gijon",1,"T. 2015-2016"
"2025","2015-11-28","Las Palmas",0,"La Coruna",2,"T. 2015-2016"
"2026","2015-11-28","Malaga",2,"Granada",2,"T. 2015-2016"
"2027","2015-11-29","Eibar",0,"Real Madrid",2,"T. 2015-2016"
"2028","2015-11-29","Getafe",2,"Villarreal",0,"T. 2015-2016"
"2029","2015-11-29","Sevilla",1,"Valencia",0,"T. 2015-2016"
"2030","2015-11-29","Vallecano",0,"Ath Bilbao",3,"T. 2015-2016"
"2031","2015-12-05","Betis",1,"Celta",1,"T. 2015-2016"
"2032","2015-12-05","Granada",0,"Ath Madrid",2,"T. 2015-2016"
"2033","2015-12-05","La Coruna",1,"Sevilla",1,"T. 2015-2016"
"2034","2015-12-05","Real Madrid",4,"Getafe",1,"T. 2015-2016"
"2035","2015-12-05","Valencia",1,"Barcelona",1,"T. 2015-2016"
"2036","2015-12-06","Ath Bilbao",0,"Malaga",0,"T. 2015-2016"
"2037","2015-12-06","Sociedad",2,"Eibar",1,"T. 2015-2016"
"2038","2015-12-06","Sp Gijon",3,"Las Palmas",1,"T. 2015-2016"
"2039","2015-12-06","Villarreal",2,"Vallecano",1,"T. 2015-2016"
"2040","2015-12-07","Espanol",1,"Levante",1,"T. 2015-2016"
"2041","2015-12-11","Getafe",1,"Sociedad",1,"T. 2015-2016"
"2042","2015-12-12","Barcelona",2,"La Coruna",2,"T. 2015-2016"
"2043","2015-12-12","Celta",1,"Espanol",0,"T. 2015-2016"
"2044","2015-12-12","Las Palmas",1,"Betis",0,"T. 2015-2016"
"2045","2015-12-12","Levante",1,"Granada",2,"T. 2015-2016"
"2046","2015-12-12","Sevilla",2,"Sp Gijon",0,"T. 2015-2016"
"2047","2015-12-13","Ath Madrid",2,"Ath Bilbao",1,"T. 2015-2016"
"2048","2015-12-13","Eibar",1,"Valencia",1,"T. 2015-2016"
"2049","2015-12-13","Vallecano",1,"Malaga",2,"T. 2015-2016"
"2050","2015-12-13","Villarreal",1,"Real Madrid",0,"T. 2015-2016"
"2051","2015-12-19","Betis",0,"Sevilla",0,"T. 2015-2016"
"2052","2015-12-19","Espanol",1,"Las Palmas",0,"T. 2015-2016"
"2053","2015-12-19","La Coruna",2,"Eibar",0,"T. 2015-2016"
"2054","2015-12-19","Valencia",2,"Getafe",2,"T. 2015-2016"
"2055","2015-12-20","Ath Bilbao",2,"Levante",0,"T. 2015-2016"
"2056","2015-12-20","Granada",0,"Celta",2,"T. 2015-2016"
"2057","2015-12-20","Malaga",1,"Ath Madrid",0,"T. 2015-2016"
"2058","2015-12-20","Real Madrid",10,"Vallecano",2,"T. 2015-2016"
"2059","2015-12-20","Sociedad",0,"Villarreal",2,"T. 2015-2016"
"2060","2015-12-30","Barcelona",4,"Betis",0,"T. 2015-2016"
"2061","2015-12-30","Celta",0,"Ath Bilbao",1,"T. 2015-2016"
"2062","2015-12-30","Eibar",2,"Sp Gijon",0,"T. 2015-2016"
"2063","2015-12-30","Getafe",0,"La Coruna",0,"T. 2015-2016"
"2064","2015-12-30","Las Palmas",4,"Granada",1,"T. 2015-2016"
"2065","2015-12-30","Levante",0,"Malaga",1,"T. 2015-2016"
"2066","2015-12-30","Real Madrid",3,"Sociedad",1,"T. 2015-2016"
"2067","2015-12-30","Sevilla",2,"Espanol",0,"T. 2015-2016"
"2068","2015-12-30","Vallecano",0,"Ath Madrid",2,"T. 2015-2016"
"2069","2015-12-31","Villarreal",1,"Valencia",0,"T. 2015-2016"
"2070","2016-01-02","Ath Madrid",1,"Levante",0,"T. 2015-2016"
"2071","2016-01-02","Espanol",0,"Barcelona",0,"T. 2015-2016"
"2072","2016-01-02","Malaga",2,"Celta",0,"T. 2015-2016"
"2073","2016-01-03","Ath Bilbao",2,"Las Palmas",2,"T. 2015-2016"
"2074","2016-01-03","Betis",0,"Eibar",4,"T. 2015-2016"
"2075","2016-01-03","Granada",2,"Sevilla",1,"T. 2015-2016"
"2076","2016-01-03","La Coruna",1,"Villarreal",2,"T. 2015-2016"
"2077","2016-01-03","Valencia",2,"Real Madrid",2,"T. 2015-2016"
"2078","2016-01-03","Vallecano",2,"Sociedad",2,"T. 2015-2016"
"2079","2016-01-04","Sp Gijon",1,"Getafe",2,"T. 2015-2016"
"2080","2016-01-09","Barcelona",4,"Granada",0,"T. 2015-2016"
"2081","2016-01-09","Getafe",1,"Betis",0,"T. 2015-2016"
"2082","2016-01-09","Levante",2,"Vallecano",1,"T. 2015-2016"
"2083","2016-01-09","Real Madrid",5,"La Coruna",0,"T. 2015-2016"
"2084","2016-01-09","Sevilla",2,"Ath Bilbao",0,"T. 2015-2016"
"2085","2016-01-10","Celta",0,"Ath Madrid",2,"T. 2015-2016"
"2086","2016-01-10","Eibar",2,"Espanol",1,"T. 2015-2016"
"2087","2016-01-10","Las Palmas",1,"Malaga",1,"T. 2015-2016"
"2088","2016-01-10","Sociedad",2,"Valencia",0,"T. 2015-2016"
"2089","2016-01-10","Villarreal",2,"Sp Gijon",0,"T. 2015-2016"
"2090","2016-01-16","Celta",4,"Levante",3,"T. 2015-2016"
"2091","2016-01-16","Sevilla",2,"Malaga",1,"T. 2015-2016"
"2092","2016-01-16","Sociedad",1,"La Coruna",1,"T. 2015-2016"
"2093","2016-01-16","Villarreal",0,"Betis",0,"T. 2015-2016"
"2094","2016-01-17","Barcelona",6,"Ath Bilbao",0,"T. 2015-2016"
"2095","2016-01-17","Getafe",3,"Espanol",1,"T. 2015-2016"
"2096","2016-01-17","Las Palmas",0,"Ath Madrid",3,"T. 2015-2016"
"2097","2016-01-17","Real Madrid",5,"Sp Gijon",1,"T. 2015-2016"
"2098","2016-01-17","Valencia",2,"Vallecano",2,"T. 2015-2016"
"2099","2016-01-18","Eibar",5,"Granada",1,"T. 2015-2016"
"2100","2016-01-22","Sp Gijon",5,"Sociedad",1,"T. 2015-2016"
"2101","2016-01-23","Espanol",2,"Villarreal",2,"T. 2015-2016"
"2102","2016-01-23","Granada",3,"Getafe",2,"T. 2015-2016"
"2103","2016-01-23","Malaga",1,"Barcelona",2,"T. 2015-2016"
"2104","2016-01-23","Vallecano",3,"Celta",0,"T. 2015-2016"
"2105","2016-01-24","Ath Bilbao",5,"Eibar",2,"T. 2015-2016"
"2106","2016-01-24","Ath Madrid",0,"Sevilla",0,"T. 2015-2016"
"2107","2016-01-24","Betis",1,"Real Madrid",1,"T. 2015-2016"
"2108","2016-01-24","La Coruna",1,"Valencia",1,"T. 2015-2016"
"2109","2016-01-25","Levante",3,"Las Palmas",2,"T. 2015-2016"
"2110","2016-01-30","Barcelona",2,"Ath Madrid",1,"T. 2015-2016"
"2111","2016-01-30","Eibar",1,"Malaga",2,"T. 2015-2016"
"2112","2016-01-30","Getafe",0,"Ath Bilbao",1,"T. 2015-2016"
"2113","2016-01-30","Sociedad",2,"Betis",1,"T. 2015-2016"
"2114","2016-01-30","Villarreal",1,"Granada",0,"T. 2015-2016"
"2115","2016-01-31","Las Palmas",2,"Celta",1,"T. 2015-2016"
"2116","2016-01-31","Real Madrid",6,"Espanol",0,"T. 2015-2016"
"2117","2016-01-31","Sevilla",3,"Levante",1,"T. 2015-2016"
"2118","2016-01-31","Valencia",0,"Sp Gijon",1,"T. 2015-2016"
"2119","2016-02-01","La Coruna",2,"Vallecano",2,"T. 2015-2016"
"2120","2016-02-05","Malaga",3,"Getafe",0,"T. 2015-2016"
"2121","2016-02-06","Ath Bilbao",0,"Villarreal",0,"T. 2015-2016"
"2122","2016-02-06","Ath Madrid",3,"Eibar",1,"T. 2015-2016"
"2123","2016-02-06","Sp Gijon",1,"La Coruna",1,"T. 2015-2016"
"2124","2016-02-06","Vallecano",2,"Las Palmas",0,"T. 2015-2016"
"2125","2016-02-07","Betis",1,"Valencia",0,"T. 2015-2016"
"2126","2016-02-07","Celta",1,"Sevilla",1,"T. 2015-2016"
"2127","2016-02-07","Granada",1,"Real Madrid",2,"T. 2015-2016"
"2128","2016-02-07","Levante",0,"Barcelona",2,"T. 2015-2016"
"2129","2016-02-08","Espanol",0,"Sociedad",5,"T. 2015-2016"
"2130","2016-02-12","Sp Gijon",2,"Vallecano",2,"T. 2015-2016"
"2131","2016-02-13","La Coruna",2,"Betis",2,"T. 2015-2016"
"2132","2016-02-13","Real Madrid",4,"Ath Bilbao",2,"T. 2015-2016"
"2133","2016-02-13","Valencia",2,"Espanol",1,"T. 2015-2016"
"2134","2016-02-13","Villarreal",1,"Malaga",0,"T. 2015-2016"
"2135","2016-02-14","Barcelona",6,"Celta",1,"T. 2015-2016"
"2136","2016-02-14","Eibar",2,"Levante",0,"T. 2015-2016"
"2137","2016-02-14","Getafe",0,"Ath Madrid",1,"T. 2015-2016"
"2138","2016-02-14","Sevilla",2,"Las Palmas",0,"T. 2015-2016"
"2139","2016-02-14","Sociedad",3,"Granada",0,"T. 2015-2016"
"2140","2016-02-17","Sp Gijon",1,"Barcelona",3,"T. 2015-2016"
"2141","2016-02-19","Levante",3,"Getafe",0,"T. 2015-2016"
"2142","2016-02-20","Betis",1,"Sp Gijon",1,"T. 2015-2016"
"2143","2016-02-20","Celta",3,"Eibar",2,"T. 2015-2016"
"2144","2016-02-20","Espanol",1,"La Coruna",0,"T. 2015-2016"
"2145","2016-02-20","Las Palmas",1,"Barcelona",2,"T. 2015-2016"
"2146","2016-02-21","Ath Bilbao",0,"Sociedad",1,"T. 2015-2016"
"2147","2016-02-21","Ath Madrid",0,"Villarreal",0,"T. 2015-2016"
"2148","2016-02-21","Granada",1,"Valencia",2,"T. 2015-2016"
"2149","2016-02-21","Malaga",1,"Real Madrid",1,"T. 2015-2016"
"2150","2016-02-21","Vallecano",2,"Sevilla",2,"T. 2015-2016"
"2151","2016-02-26","Eibar",0,"Las Palmas",1,"T. 2015-2016"
"2152","2016-02-27","Betis",2,"Vallecano",2,"T. 2015-2016"
"2153","2016-02-27","Getafe",0,"Celta",1,"T. 2015-2016"
"2154","2016-02-27","Real Madrid",0,"Ath Madrid",1,"T. 2015-2016"
"2155","2016-02-27","Sociedad",1,"Malaga",1,"T. 2015-2016"
"2156","2016-02-27","Sp Gijon",2,"Espanol",4,"T. 2015-2016"
"2157","2016-02-28","Barcelona",2,"Sevilla",1,"T. 2015-2016"
"2158","2016-02-28","La Coruna",0,"Granada",1,"T. 2015-2016"
"2159","2016-02-28","Valencia",0,"Ath Bilbao",3,"T. 2015-2016"
"2160","2016-02-28","Villarreal",3,"Levante",0,"T. 2015-2016"
"2161","2016-03-01","Ath Madrid",3,"Sociedad",0,"T. 2015-2016"
"2162","2016-03-01","Las Palmas",4,"Getafe",0,"T. 2015-2016"
"2163","2016-03-02","Ath Bilbao",4,"La Coruna",1,"T. 2015-2016"
"2164","2016-03-02","Celta",0,"Villarreal",0,"T. 2015-2016"
"2165","2016-03-02","Levante",1,"Real Madrid",3,"T. 2015-2016"
"2166","2016-03-02","Malaga",1,"Valencia",2,"T. 2015-2016"
"2167","2016-03-02","Sevilla",1,"Eibar",0,"T. 2015-2016"
"2168","2016-03-03","Espanol",0,"Betis",3,"T. 2015-2016"
"2169","2016-03-03","Granada",2,"Sp Gijon",0,"T. 2015-2016"
"2170","2016-03-03","Vallecano",1,"Barcelona",5,"T. 2015-2016"
"2171","2016-03-05","Getafe",1,"Sevilla",1,"T. 2015-2016"
"2172","2016-03-05","La Coruna",3,"Malaga",3,"T. 2015-2016"
"2173","2016-03-05","Real Madrid",7,"Celta",1,"T. 2015-2016"
"2174","2016-03-05","Villarreal",0,"Las Palmas",1,"T. 2015-2016"
"2175","2016-03-06","Betis",2,"Granada",0,"T. 2015-2016"
